	taxon	forward_Hi_sk	merged_Hi_sk	reverse_Hi_sk	unmerged_Hi_sk	forward_Hi_b2	merged_Hi_b2	reverse_Hi_b2	unmerged_Hi_b2
345	Streptophyta	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
346	Streptophyta;;Asterales;Asteraceae	3.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0
347	Streptophyta;;Asterales;Asteraceae;Cynara;Cynara cardunculus	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
348	Streptophyta;Bryopsida	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
349	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae	4.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
350	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus	17.0	0.0	0.0	0.0	30.0	0.0	0.0	7.0
351	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	12.0	0.0	0.0	0.0	16.0	0.0	0.0	11.0
352	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera gargensis	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
353	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera sp. THUAOA	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
354	Unassigned	27.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
355	Verrucomicrobia	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
356	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
357	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus	9.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
358	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus terrae	21.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
359	Verrucomicrobia;Spartobacteria	182.0	0.0	0.0	0.0	242.0	0.0	0.0	6.0
360	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin506	10.0	0.0	0.0	0.0	37.0	0.0	0.0	1.0
361	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin507	3.0	0.0	0.0	0.0	20.0	0.0	0.0	3.0
362	Verrucomicrobia;Spartobacteria;;;;bacterium Ellin511	1.0	0.0	0.0	0.0	72.0	0.0	0.0	1.0
363	Verrucomicrobia;Spartobacteria;;;;uncultivated soil bacterium clone C019	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
364	Verrucomicrobia;Spartobacteria;;;;unidentified eubacterium EA25	21.0	1.0	0.0	0.0	53.0	1.0	0.0	2.0
365	Verrucomicrobia;Spartobacteria;;;;unidentified eubacterium RB35	14.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
366	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;Candidatus Udaeobacter copiosus	139.0	0.0	0.0	0.0	253.0	0.0	0.0	7.0
367	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3	10.0	0.0	0.0	0.0	31.0	0.0	0.0	8.0
368	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;bacterium Ellin517	9.0	0.0	0.0	0.0	15.0	0.0	0.0	4.0
369	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula	1.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0
370	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
371	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter algae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
373	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter fluviatilis	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
374	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;Verrucomicrobium spinosum	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
375	All	4449.0	2.0	1.0	0.0	5940.0	1.0	1.0	1149.0
376	;Oomycetes;Pythiales;Pythiaceae;Pythium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
377	Acidobacteria;;;;Thermoanaerobaculum;Thermoanaerobaculum aquaticum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
378	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;Acidobacteriaceae bacterium Gsoil 1619	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
379	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin342	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0
380	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin5121	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
381	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin5227	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
382	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;bacterium Ellin6099	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
383	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. BK18	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
384	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. WY65	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
385	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
386	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
387	Acidobacteria;Blastocatellia;;;Aridibacter	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
388	Acidobacteria;Blastocatellia;;;Aridibacter;Aridibacter kavangonensis	0.0	0.0	0.0	0.0	77.0	0.0	0.0	1.0
389	Acidobacteria;Blastocatellia;;;Blastocatella;Blastocatella fastidiosa	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
390	Acidobacteria;Blastocatellia;;;Stenotrophobacter;Stenotrophobacter roseus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
391	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Pyrinomonas;Pyrinomonas methylaliphatogenes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
392	Acidobacteria;Holophagae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
393	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
394	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. WY42	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
395	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
396	Acidobacteria;Solibacteres;Solibacterales	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0
397	Acidobacteria;Solibacteres;Solibacterales;Bryobacteraceae;Bryobacter;Bryobacter aggregatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
398	Actinobacteria;Acidimicrobiia;Acidimicrobiales	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
399	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
400	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Aciditerrimonas;Aciditerrimonas ferrireducens	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
401	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;Ferrithrix thermotolerans	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
402	Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans daechungensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
403	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium IMCC26256	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
404	Actinobacteria;Actinobacteria;;;;Actinobacteria bacterium SCGC AAA007-J07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
405	Actinobacteria;Actinobacteria;;;;actinobacterium BGR 43	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
406	Actinobacteria;Actinobacteria;;;;actinobacterium BGR 86	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
407	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA003-L19	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
408	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA003-N08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
409	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA015-D02	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
410	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA041-I15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
411	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA041-L20	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
412	Actinobacteria;Actinobacteria;;;;actinobacterium SCGC AAA278-M15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
413	Actinobacteria;Actinobacteria;;;;actinobacterium TC4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
414	Actinobacteria;Actinobacteria;;;;actinobacterium YJF2-33	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
415	Actinobacteria;Actinobacteria;;;;actinobacterium enrichment culture clone CTBE CDB1001A04	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
416	Actinobacteria;Actinobacteria;;;Thermobispora;Thermobispora bispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
417	Actinobacteria;Actinobacteria;Actinomycetales	0.0	0.0	0.0	0.0	11.0	0.0	0.0	13.0
418	Actinobacteria;Actinobacteria;Actinomycetales;;;Actinomycetales bacterium Gsoil 1632	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0
419	Actinobacteria;Actinobacteria;Actinomycetales;;;bacterium Ellin334	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
420	Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces hongkongensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
421	Actinobacteria;Actinobacteria;Corynebacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
422	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia sp. 19G-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
423	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
424	Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus opacus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
425	Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
426	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
427	Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
428	Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya;Sporichthya sp.	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
429	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0
430	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter sp.	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0
431	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus;Kineococcus sp. 09WSH1-28	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
432	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
433	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;Kineosporia sp. I13A-00002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
434	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
435	Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sp. CMT248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
436	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
437	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. Asd M7A1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
438	Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium sp. H-251	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
439	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;;Intrasporangiaceae bacterium URHA0051	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
440	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinicoccus;Ornithinicoccus sp. YJ01	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
441	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0
442	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
443	Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0
444	Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
445	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
446	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes cyaneus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
447	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes sp. TD028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
448	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Asanoa	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
449	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
450	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora chokoriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
451	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Spirilliplanes;Spirilliplanes yamanashiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
452	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
453	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;Virgisporangium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
454	Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
455	Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;Nakamurella sp. L1886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
456	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0
457	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. TR-24	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
458	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. enrichment culture clone VanCtr42	0.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0
459	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola sp. W1.09-48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
460	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. MSL 21	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
461	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. SS2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
462	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0
463	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;Actinophytocola sediminis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
464	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis sp. 232068	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
465	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
466	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. D2B56	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
467	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
468	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
469	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora sp. SCAUEIIIA1l-1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
470	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus sp. AL.Anaerobic.1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
471	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lavendulae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
472	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. ID01-12c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
473	Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
474	Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
475	Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
476	Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium sp. oral taxon 416	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
477	Actinobacteria;Nitriliruptoria;Egibacterales;Egibacteraceae;Egibacter;Egibacter rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
478	Actinobacteria;Rubrobacteria	0.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0
479	Actinobacteria;Rubrobacteria;;;;bacterium Ellin301	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
480	Actinobacteria;Rubrobacteria;;;;bacterium Ellin325	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
481	Actinobacteria;Rubrobacteria;;;;bacterium Ellin504	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0
482	Actinobacteria;Rubrobacteria;;;;bacterium Ellin5082	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
483	Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	21.0
484	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter indioceani	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
485	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter taiwanensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
486	Actinobacteria;Thermoleophilia	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
487	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
488	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. BS10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
489	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. L1948	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
490	Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
491	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
492	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter brassicae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
493	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter medicamentivorans	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
494	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp. URHE0046	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
495	Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
496	Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum;Thermoleophilum album	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
497	Ascomycota;Dothideomycetes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
498	Ascomycota;Dothideomycetes;;Gloniaceae;Cenococcum;Cenococcum geophilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
499	Ascomycota;Dothideomycetes;Pleosporales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
500	Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;Delitschia;Delitschia didyma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
501	Ascomycota;Eurotiomycetes;Chaetothyriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
502	Ascomycota;Eurotiomycetes;Chaetothyriales;;;Chaetothyriales sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
503	Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
504	Ascomycota;Lecanoromycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
505	Ascomycota;Leotiomycetes;Helotiales;Helotiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
506	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
507	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
508	Ascomycota;Sordariomycetes;Sordariales;;Madurella;Madurella mycetomatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
509	Ascomycota;Sordariomycetes;Xylariales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
510	Bacillariophyta	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
511	Bacillariophyta;Bacillariophyceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
512	Bacillariophyta;Bacillariophyceae;;;;Endosymbiont of Kryptoperidinium foliaceum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
513	Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Bacillaria;Bacillaria paxillifer	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
514	Bacillariophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Cymbella;Cymbella subturgidula	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
515	Bacteroidetes;Bacteroidia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
516	Bacteroidetes;Bacteroidia;Marinilabiliales	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
517	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
518	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;Chitinophagaceae bacterium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
519	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sancti	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
520	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. BN130233	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0
521	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. MR-I4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
522	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. Po14a	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
523	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Compostibacter;Compostibacter hankyongensis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
